DOI,Título,Autores,Año,Citas,Revista
10.1007/s40747-022-00886-4,Recent advances in domain-driven data mining,Chuanren Liu and Ehsan Fakharizadi and Tong Xu and Philip S. Yu,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00752-3,Automatic data volley: game data acquisition with temporal-spatial filters,Xina Cheng and Linzi Liang and Takeshi Ikenaga,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00597-2,Storage assignment optimization for fishbone robotic mobile fulfillment systems,Yanyan Wang and Rongjun Man and Wanmeng Zhao and Honglin Zhang and Hong Zhao,2022,1,Complex &amp; Intelligent Systems
10.1007/s40747-022-00891-7,Hybrid swarm intelligent algorithm for multi-UAV formation reconfiguration,Chenyang Gao and Jianfeng Ma and Teng Li and Yulong Shen,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00843-1,Guest editorial on “data-driven operations management”,Dujuan Wang and Yugang Yu and T. C. E. Cheng and Yunqiang Yin,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00732-7,Complex system health condition estimation using tree-structured simple recurrent unit networks,Weijie Kang and Jiyang Xiao and Junjie Xue,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00658-0,A deep learning method DCWR with HANet for stock market prediction using news articles,Saleh Albahli and Awais Awan and Tahira Nazir and Aun Irtaza and Ali Alkhalifah and Waleed Albattah,2022,1,Complex &amp; Intelligent Systems
10.1007/s40747-020-00150-7,"New ranking method for normal intuitionistic sets under crisp, interval environments and its applications to multiple attribute decision making process",Harish Garg,2020,20,Complex &amp; Intelligent Systems
10.1007/s40747-022-00881-9,Secure medical image sharing for smart healthcare system based on cellular neural network,Conghuan Ye and Cong Chen,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00876-6,Automated bridge crack detection method based on lightweight vision models,Jian Zhang and Songrong Qian and Can Tan,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00801-x,Correction to: Evolutionary optimization of large complex problems,Handing Wang and Chaoli Sun and Jinliang Ding and Yew-soon Ong,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00680-2,Motion magnification multi-feature relation network for facial microexpression recognition,Jing Zhang and Boyun Yan and Xiaohui Du and Quanhao Guo and Ruqian Hao and Juanxiu Liu and Lin Liu and Guangming Ni and Xiechuan Weng and Yong Liu,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00663-3,Two-factor-based RSA key generation from fingerprint biometrics and password for secure communication,K. Suresh and Rajarshi Pal and S. R. Balasundaram,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00533-4,Intent inference in shared-control teleoperation system in consideration of user behavior,Liangliang Wang and Qiang Li and James Lam and Zheng Wang and Zhengyou Zhang,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00459-x,GraspVDN: scene-oriented grasp estimation by learning vector representations of grasps,Zhipeng Dong and Hongkun Tian and Xuefeng Bao and Yunhui Yan and Fei Chen,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00546-z,Bilateral teleoperation with object-adaptive mapping,Xiao Gao and João Silvério and Sylvain Calinon and Miao Li and Xiaohui Xiao,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00652-6,Fault-tolerant motion planning and generation of quadruped robots synthesised by posture optimization and whole body control,Junwen Cui and Zhan Li and Jing Qiu and Tianxiao Li,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00773-y,Robotic dexterous manipulation: from tele-operation to autonomous learning and adaptive control,Qiang Li and Chao Liu and Chenguang Yang and Fei Chen and Helge Ritter,2022,1,Complex &amp; Intelligent Systems
10.1007/s40747-021-00361-6,Optimal coordination and service level of the supply chain in the sharing economy: the perspective of social responsibility,Jie Guo and Yanli Guo,2021,3,Complex &amp; Intelligent Systems
10.1007/s40747-022-00931-2,Neural network fusion with fine-grained adaptation learning for turnover prediction,Xia Xue and Xia Sun and Hongyu Wang and Hao Zhang and Jun Feng,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-016-0015-7,"Emergence in the U.S. Science, Technology, Engineering, and Mathematics (STEM) workforce: an agent-based model of worker attrition and group size in high-density STEM organizations",Ronald Iammartino and John Bischoff and Christopher Willy and Paul Shapiro,2016,5,Complex &amp; Intelligent Systems
10.1007/s40747-021-00558-9,GUV-Net for high fidelity shoeprint generation,Muhammad Hassan and Yan Wang and Wei Pang and Di Wang and Daixi Li and You Zhou and Dong Xu,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-022-00883-7,Multi-objective evolutionary design of central pattern generator network for biomimetic robotic fish,Wei Kun Li and Hao Chen and Wei Cheng Cui and Chang Hui Song and Lin Ke Chen,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-017-0065-5,Linear weighted watermarking using normalized principal components,Sangeetha N and Anita X,2018,4,Complex &amp; Intelligent Systems
10.1007/s40747-017-0047-7,Dynamic intuitionistic fuzzy multi-attribute aftersales performance evaluation,Sezi Çevik Onar and Basar Oztaysi and Cengiz Kahraman,2017,12,Complex &amp; Intelligent Systems
10.1007/s40747-022-00730-9,A hybrid multi-objective bi-level interactive fuzzy programming method for solving ECM-DWTA problem,Luda Zhao and Zongxu An and Bin Wang and Yanqiu Zhang and Yihua Hu,2022,1,Complex &amp; Intelligent Systems
10.1007/s40747-021-00590-9,Adjusting normalization bounds to improve hypervolume based search for expensive multi-objective optimization,Bing Wang and Hemant Kumar Singh and Tapabrata Ray,2021,1,Complex &amp; Intelligent Systems
10.1007/s40747-021-00491-x,Correction to: Charging station planning based on the accumulation prospect theory and dynamic user equilibrium,Qiu Heting and Dou Shuihai and Shang Huayan and Zhang Jun,2021,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00946-9,NCT:noise-control multi-object tracking,Kai Zeng and Yujie You and Tao Shen and Qingwang Wang and Zhimin Tao and Zhifeng Wang and Quanjun Liu,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00315-y,Explainable recommendation based on knowledge graph and multi-objective optimization,Lijie Xie and Zhaoming Hu and Xingjuan Cai and Wensheng Zhang and Jinjun Chen,2021,24,Complex &amp; Intelligent Systems
10.1007/s40747-021-00480-0,ML-based group method of data handling: an improvement on the conventional GMDH,Mehdi Amiri and Seyfollah Soleimani,2021,4,Complex &amp; Intelligent Systems
10.1007/s40747-019-0100-9,Decision making method based on Pythagorean fuzzy sets and its application to solid waste management,Lazim Abdullah and Pinxin Goh,2019,44,Complex &amp; Intelligent Systems
10.1007/s40747-019-00124-4,Data-driven decision support under concept drift in streamed big data,Jie Lu and Anjin Liu and Yiliao Song and Guangquan Zhang,2020,32,Complex &amp; Intelligent Systems
10.1007/s40747-018-0086-8,LSHADE-SPA memetic framework for solving large-scale optimization problems,Anas A. Hadi and Ali W. Mohamed and Kamal M. Jambi,2019,44,Complex &amp; Intelligent Systems
10.1007/s40747-020-00203-x,Generalized dice similarity measures for complex q-Rung Orthopair fuzzy sets and its application,Harish Garg and Zeeshan Ali and Tahir Mahmood,2021,20,Complex &amp; Intelligent Systems
10.1007/s40747-018-0066-z,A hybrid SA-MFO algorithm for function optimization and engineering design problems,Gehad Ismail Sayed and Aboul Ella Hassanien,2018,55,Complex &amp; Intelligent Systems
10.1007/s40747-022-00723-8,A novel method to estimate incomplete PLTS information based on knowledge-match degree with reliability and its application in LSGDM problem,Huimin Xiao and Shouwen Wu and Liu Wang,2022,3,Complex &amp; Intelligent Systems
10.1007/s40747-017-0054-8,Restricted Boltzmann machine and softmax regression for fault detection and classification,Praveen Chopra and Sandeep Kumar Yadav,2018,11,Complex &amp; Intelligent Systems
10.1007/s40747-021-00417-7,Fermatean fuzzy TOPSIS-based approach for occupational risk assessment in manufacturing,Muhammet Gul and Huai-Wei Lo and Melih Yucesan,2021,12,Complex &amp; Intelligent Systems
10.1007/s40747-022-00947-8,"Can financial stress be anticipated and explained? Uncovering the hidden pattern using EEMD-LSTM, EEMD-prophet, and XAI methodologies",Indranil Ghosh and Pamucar Dragan,2022,1,Complex &amp; Intelligent Systems
10.1007/s40747-017-0050-z,New binary bat algorithm for solving 0–1 knapsack problem,Rizk M. Rizk-Allah and Aboul Ella Hassanien,2018,61,Complex &amp; Intelligent Systems
10.1007/s40747-020-00228-2,Fuzzy cognitive maps in systems risk analysis: a comprehensive review,Ezzeddin Bakhtavar and Mahsa Valipour and Samuel Yousefi and Rehan Sadiq and Kasun Hewage,2021,25,Complex &amp; Intelligent Systems
10.1007/s40747-020-00210-y,Critical ranking of steam handling unit using integrated cloud model and extended PROMETHEE for maintenance purpose,Nitin Panwar and Sanjeev Kumar,2021,4,Complex &amp; Intelligent Systems
10.1007/s40747-021-00369-y,Large-scale group decision-making based on Pythagorean linguistic preference relations using experts clustering and consensus measure with non-cooperative behavior analysis of clusters,Prasenjit Mandal and Sovan Samanta and Madhumangal Pal,2022,5,Complex &amp; Intelligent Systems
10.1007/s40747-017-0060-x,EFS-MI: an ensemble feature selection method for classification,Nazrul Hoque and Mihir Singh and Dhruba K. Bhattacharyya,2018,62,Complex &amp; Intelligent Systems
10.1007/s40747-021-00542-3,An approach to pedestrian walking behaviour classification in wireless communication and network failure contexts,Z. H. Kareem and A. A. Zaidan and M. A. Ahmed and B. B. Zaidan and O. S. Albahri and A. H. Alamoodi and R. Q. Malik and A. S. Albahri and H. A. Ameen and Salem Garfan and A. Mohammed and R. A. Zaidan and K. N. Ramli,2022,4,Complex &amp; Intelligent Systems
10.1007/s40747-022-00928-x,Assessment of regional economic restorability under the stress of COVID-19 using the new interval type-2 fuzzy ORESTE method,Hui Zhang and Hui Gao and Peide Liu,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00693-x,Evaluating feature combination strategies for hate-speech detection in Spanish using linguistic features and transformers,José Antonio García-Díaz and Salud María Jiménez-Zafra and Miguel Angel García-Cumbreras and Rafael Valencia-García,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-020-00156-1,Parameter estimation and optimization of multi-objective capacitated stochastic transportation problem for gamma distribution,Srikant Gupta and Harish Garg and Sachin Chaudhary,2020,19,Complex &amp; Intelligent Systems
10.1007/s40747-021-00468-w,Editorial on “Cognitive Computing for Human–Robot Interaction”,Gunasekaran Manogaran and Hassan Qudrat-Ullah and Qin Xin,2021,1,Complex &amp; Intelligent Systems
10.1007/s40747-021-00593-6,Intelligent user identity authentication in vehicle security system based on wireless signals,Jie Zhang and Zhongmin Wang and QingLi Yan,2022,1,Complex &amp; Intelligent Systems
10.1007/s40747-021-00618-0,Semantic segmentation of large-scale point clouds based on dilated nearest neighbors graph,Lei Wang and Jiaji Wu and Xunyu Liu and Xiaoliang Ma and Jun Cheng,2022,1,Complex &amp; Intelligent Systems
10.1007/s40747-022-00957-6,Cooperative coevolutionary differential evolution with linkage measurement minimization for large-scale optimization problems in noisy environments,Rui Zhong and Enzhi Zhang and Masaharu Munetomo,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00958-5,A hybrid recommender system using topic modeling and prefixspan algorithm in social media,Ali Akbar Noorian Avval and Ali Harounabadi,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-020-00154-3,Success prediction of android applications in a novel repository using neural networks,Mehrdad Razavi Dehkordi and Habib Seifzadeh and Ghassan Beydoun and Mohammad H. Nadimi-Shahraki,2020,6,Complex &amp; Intelligent Systems
10.1007/s40747-021-00386-x,A new mathematical model for determining optimal workforce planning of pilots in an airline company,İbrahim Zeki Akyurt and Yusuf Kuvvetli and Muhammet Deveci and Harish Garg and Mert Yuzsever,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-019-0102-7,Trade-off between exploration and exploitation with genetic algorithm using a novel selection operator,Abid Hussain and Yousaf Shad Muhammad,2020,38,Complex &amp; Intelligent Systems
10.1007/s40747-021-00382-1,Dueling deep Q-networks for social awareness-aided spectrum sharing,Yonghua Wang and Xueyang Li and Pin Wan and Le Chang and Xia Deng,2022,3,Complex &amp; Intelligent Systems
10.1007/s40747-021-00470-2,Inter-specific competition among trees in pythagorean fuzzy soft environment,Muhammad Akram and Hafiza Saba Nawaz,2022,4,Complex &amp; Intelligent Systems
10.1007/s40747-022-00880-w,A hybrid spectral clustering simulated annealing algorithm for the street patrol districting problem,Yirui Jiang and Shan Zhao and Hongwei Li and Yulu Qin and Xiaoyue Yang,2022,1,Complex &amp; Intelligent Systems
10.1007/s40747-023-00978-9,A efficient and robust privacy-preserving framework for cross-device federated learning,Weidong Du and Min Li and Liqiang Wu and Yiliang Han and Tanping Zhou and Xiaoyuan Yang,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00479-7,EHEFT-R: multi-objective task scheduling scheme in cloud computing,Honglin Zhang and Yaohua Wu and Zaixing Sun,2022,4,Complex &amp; Intelligent Systems
10.1007/s40747-020-00139-2,Downsizing and enhancing broad learning systems by feature augmentation and residuals boosting,Runshan Xie and Shitong Wang,2020,5,Complex &amp; Intelligent Systems
10.1007/s40747-016-0016-6,Real-time high-resolution detection approach considering eyes and its states in video frames through intelligence-based representation,S. N. Yahyavi and A. H. Mazinan and M. Khademi,2016,3,Complex &amp; Intelligent Systems
10.1007/s40747-022-00902-7,Context vector-based visual mapless navigation in indoor using hierarchical semantic information and meta-learning,Fei Li and Chi Guo and Huyin Zhang and Binhan Luo,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00601-9,Decomposition approaches for parallel machine scheduling of step-deteriorating jobs to minimize total tardiness and energy consumption,Xiao Wu and Peng Guo and Yi Wang and Yakun Wang,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-020-00209-5,A computational intelligence enabled honeypot for chasing ghosts in the wires,Nitin Naik and Paul Jenkins and Nick Savage and Longzhi Yang,2021,7,Complex &amp; Intelligent Systems
10.1007/s40747-021-00281-5,Unsupervised detection of botnet activities using frequent pattern tree mining,Siqiang Hao and Di Liu and Simone Baldi and Wenwu Yu,2022,1,Complex &amp; Intelligent Systems
10.1007/s40747-022-00882-8,Feature selection based on self-information and entropy measures for incomplete neighborhood decision systems,Meng Yuan and Jiucheng Xu and Tao Li and Yuanhao Sun,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00514-7,Analysis of public opinion evolution of COVID-19 based on LDA-ARMA hybrid model,Muni Zhuang and Yong Li and Xu Tan and Lining Xing and Xin Lu,2021,7,Complex &amp; Intelligent Systems
10.1007/s40747-022-00676-y,Software defect prediction based on nested-stacking and heterogeneous feature selection,Li-qiong Chen and Can Wang and Shi-long Song,2022,3,Complex &amp; Intelligent Systems
10.1007/s40747-020-00255-z,Multiple attribute group decision-making based on cubic linguistic Pythagorean fuzzy sets and power Hamy mean,Wuhuan Xu and Xiaopu Shang and Jun Wang,2021,5,Complex &amp; Intelligent Systems
10.1007/s40747-020-00267-9,"Industry 4.0, a revolution that requires technology and national strategies",Fengwei Yang and Sai Gu,2021,62,Complex &amp; Intelligent Systems
10.1007/s40747-022-00797-4,Dual graph characteristics of water distribution networks—how optimal are design solutions?,Robert Sitzenfrei and Mohsen Hajibabaei and Sina Hesarkazzazi and Kegong Diao,2023,2,Complex &amp; Intelligent Systems
10.1007/s40747-020-00199-4,Cascaded deep learning classifiers for computer-aided diagnosis of COVID-19 and pneumonia diseases in X-ray scans,Mohamed Esmail Karar and Ezz El-Din Hemdan and Marwa A. Shouman,2021,67,Complex &amp; Intelligent Systems
10.1007/s40747-021-00568-7,Polynomial Response Surface based on basis function selection by multitask optimization and ensemble modeling,Yong Zhao and Siyu Ye and Xianqi Chen and Yufeng Xia and Xiaohu Zheng,2022,3,Complex &amp; Intelligent Systems
10.1007/s40747-020-00261-1,Directional correlation coefficient measures for Pythagorean fuzzy sets: their applications to medical diagnosis and cluster analysis,Mingwei Lin and Chao Huang and Riqing Chen and Hamido Fujita and Xing Wang,2021,53,Complex &amp; Intelligent Systems
10.1007/s40747-022-00850-2,On the similarity measures of N-cubic Pythagorean fuzzy sets using the overlapping ratio,Mohammed A. Al Shumrani and Muhammad Gulistan,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00932-1,A hybrid algorithm based on state-adaptive slime mold model and fractional-order ant system for the travelling salesman problem,Xiaoling Gong and Ziheng Rong and Jian Wang and Kai Zhang and Shengxiang Yang,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00965-6,A two-stage adaptive penalty method based on co-evolution for constrained evolutionary optimization,Bing-Chuan Wang and Jing-Jing Guo and Pei-Qiu Huang and Xian-Bing Meng,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-023-00974-z,SimDCL: dropout-based simple graph contrastive learning for recommendation,YuHao Xu and ZhenHai Wang and ZhiRu Wang and YunLong Guo and Rong Fan and HongYu Tian and Xing Wang,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-019-0098-z,"Shortest path problem in fuzzy, intuitionistic fuzzy and neutrosophic environment: an overview",Said Broumi and Mohamed Talea and Assia Bakali and Florentin Smarandache and Deivanayagampillai Nagarajan and Malayalan Lathamaheswari and Mani Parimala,2019,27,Complex &amp; Intelligent Systems
10.1007/s40747-022-00776-9,Optimal scheduling in cloud healthcare system using Q-learning algorithm,Yafei Li and Hongfeng Wang and Na Wang and Tianhong Zhang,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-019-0108-1,A Pythagorean fuzzy approach to the transportation problem,R. Kumar and S. A. Edalatpanah and S. Jha and R. Singh,2019,52,Complex &amp; Intelligent Systems
10.1007/s40747-022-00899-z,Threat analysis for space information network based on network security attributes: a review,Xuesong Wu and Ye Du and Tao Fan and Junyan Guo and Jie Ren and Runfang Wu and Tianshuai Zheng,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00499-3,Hybrid type multi-robot path planning of a serial manipulator and SwarmItFIX robots in sheet metal milling process,Satheeshkumar Veeramani and Sreekumar Muthuswamy,2022,3,Complex &amp; Intelligent Systems
10.1007/s40747-021-00307-y,On the application of surrogate regression models for aerodynamic coefficient prediction,Esther Andrés-Pérez and Carlos Paulete-Periáñez,2021,2,Complex &amp; Intelligent Systems
10.1007/s40747-021-00551-2,The cross-entropy and improved distance measures for complex q-rung orthopair hesitant fuzzy sets and their applications in multi-criteria decision-making,Peide Liu and Tahir Mahmood and Zeeshan Ali,2022,4,Complex &amp; Intelligent Systems
10.1007/s40747-022-00740-7,Design and implementation of fault-tolerant control strategies for a real underactuated manipulator robot,Claudio Urrea and John Kern and Exequiel Álvarez,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-022-00648-2,Safe-Nav: learning to prevent PointGoal navigation failure in unknown environments,Sheng Jin and Qinghao Meng and Xuyang Dai and Huirang Hou,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-020-00144-5,A PSO-algorithm-based consensus model with the application to large-scale group decision-making,Fang Liu and Jiawei Zhang and Tong Liu,2020,13,Complex &amp; Intelligent Systems
10.1007/s40747-020-00232-6,High dimensional feature data reduction of multichannel sEMG for gesture recognition based on double phases PSO,Jing Jie and Kairui Liu and Hui Zheng and Beibei Wang and Rui Dai,2021,4,Complex &amp; Intelligent Systems
10.1007/s40747-017-0043-y,Modeling renewable energy usage with hesitant Fuzzy cognitive map,Veysel Çoban and Sezi Çevik Onar,2017,10,Complex &amp; Intelligent Systems
10.1007/s40747-021-00289-x,Forecasting emergency medicine reserve demand with a novel decomposition-ensemble methodology,Li Jiang-ning and Shi Xian-liang and Huang An-qiang and He Ze-fang and Kang Yu-xuan and Li Dong,2021,2,Complex &amp; Intelligent Systems
10.1007/s40747-022-00844-0,Dynamic scheduling for semiconductor manufacturing systems with uncertainties using convolutional neural networks and reinforcement learning,Juan Liu and Fei Qiao and Minjie Zou and Jonas Zinn and Yumin Ma and Birgit Vogel-Heuser,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-021-00534-3,An empirical study on temporal modeling for online action detection,Wen Wang and Xiaojiang Peng and Yu Qiao and Jian Cheng,2022,1,Complex &amp; Intelligent Systems
10.1007/s40747-022-00900-9,AGDS: adaptive goal-directed strategy for swarm drones flying through unknown environments,Fakui Wang and Jialei Huang and Kin Huat Low and Zisen Nie and Tianjiang Hu,2022,1,Complex &amp; Intelligent Systems
10.1007/s40747-021-00570-z,Improved NSGA-III using transfer learning and centroid distance for dynamic multi-objective optimization,Haijuan Zhang and Gai-Ge Wang,2021,3,Complex &amp; Intelligent Systems
10.1007/s40747-023-00970-3,Jamming-aware optimization for UAV trajectory design and internet of things devices clustering,Abdullah Almasoud,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00856-w,A multi-task learning-based generative adversarial network for red tide multivariate time series imputation,Longfei Xu and Lingyu Xu and Jie Yu,2022,0,Complex &amp; Intelligent Systems
10.1007/s40747-019-0104-5,Hesitant Pythagorean fuzzy interaction aggregation operators and their application in multiple attribute decision-making,Wei Yang and Chengjun Wang and Yong Liu and Yan Sun,2019,11,Complex &amp; Intelligent Systems
10.1007/s40747-021-00397-8,Evaluation of deep learning algorithms for semantic segmentation of car parts,Kitsuchart Pasupa and Phongsathorn Kittiworapanya and Napasin Hongngern and Kuntpong Woraratpanya,2022,5,Complex &amp; Intelligent Systems
10.1007/s40747-020-00220-w,New similarity measures for single-valued neutrosophic sets with applications in pattern recognition and medical diagnosis problems,Jia Syuen Chai and Ganeshsree Selvachandran and Florentin Smarandache and Vassilis C. Gerogiannis and Le Hoang Son and Quang-Thinh Bui and Bay Vo,2021,24,Complex &amp; Intelligent Systems
10.1007/s40747-016-0010-z,Bayesian network as an adaptive parameter setting approach for genetic algorithms,Guillaume Corriveau and Raynald Guilbault and Antoine Tahan and Robert Sabourin,2016,19,Complex &amp; Intelligent Systems
10.1007/s40747-021-00269-1,Neutrosophic fuzzy goal programming approach in selective maintenance allocation of system reliability,Murshid Kamal and Umar Muhammad Modibbo and Ali AlArjani and Irfan Ali,2021,12,Complex &amp; Intelligent Systems
10.1007/s40747-022-00746-1,An improved artificial bee colony algorithm based on Bayesian estimation,Chunfeng Wang and Pengpeng Shang and Peiping Shen,2022,3,Complex &amp; Intelligent Systems
10.1007/s40747-022-00854-y,Credit risk assessment mechanism of personal auto loan based on PSO-XGBoost Model,Congjun Rao and Ying Liu and Mark Goh,2022,1,Complex &amp; Intelligent Systems
10.1007/s40747-020-00173-0,An XGBoost-based casualty prediction method for terrorist attacks,Yi Feng and Dujuan Wang and Yunqiang Yin and Zhiwu Li and Zhineng Hu,2020,24,Complex &amp; Intelligent Systems
10.1007/s40747-021-00399-6,Transferable face image privacy protection based on federated learning and ensemble models,Jingjing Yang and Jiaxing Liu and Runkai Han and Jinzhao Wu,2021,15,Complex &amp; Intelligent Systems
10.1007/s40747-021-00364-3,Sliding mode-based online fault compensation control for modular reconfigurable robots through adaptive dynamic programming,Hongbing Xia and Ping Guo,2022,4,Complex &amp; Intelligent Systems
10.1007/s40747-019-00118-2,Moment capacity estimation of spirally reinforced concrete columns using ANFIS,Hosein Naderpour and Masoomeh Mirrashid,2020,21,Complex &amp; Intelligent Systems
10.1007/s40747-022-00826-2,A faster dynamic convergency approach for self-organizing maps,Akhtar Jamil and Alaa Ali Hameed and Zeynep Orman,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00829-z,"A novel image cryptosystem using Gray code, quantum walks, and Henon map for cloud applications",Bassem Abd-El-Atty and Mohammed ElAffendi and Ahmed A. Abd El-Latif,2023,4,Complex &amp; Intelligent Systems
10.1007/s40747-022-00831-5,Topology-based UAV path planning for multi-view stereo 3D reconstruction of complex structures,Zhexiong Shang and Zhigang Shen,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00833-3,ACO-based traffic routing method with automated negotiation for connected vehicles,Tri-Hai Nguyen and Jason J. Jung,2023,5,Complex &amp; Intelligent Systems
10.1007/s40747-022-00814-6,A multi-objective particle swarm optimization with density and distribution-based competitive mechanism for sensor ontology meta-matching,Aifeng Geng and Qing Lv,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00804-8,Some t-conorm-based distance measures and knowledge measures for Pythagorean fuzzy sets with their application in decision-making,Abdul Haseeb Ganie,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00835-1,CIE-LSCP: color image encryption scheme based on the lifting scheme and cross-component permutation,Xiuhui Chen and Mengxin Gong and Zhihua Gan and Yang Lu and Xiuli Chai and Xin He,2023,1,Complex &amp; Intelligent Systems
10.1007/s40747-022-00800-y,A robust target tracking algorithm based on spatial regularization and adaptive updating model,Kansong Chen and Xiang Guo and Lijun Xu and Tian Zhou and Ran Li,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-022-00817-3,Social network analysis and consensus reaching process-driven group decision making method with distributed linguistic information,Feifei Jin and Yu Yang and Jinpei Liu and Jiaming Zhu,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-020-00190-z,Adsorption control of a pipeline robot based on improved PSO algorithm,Yilin Yu and Yanli Xu and Fusheng Wang and Wensheng Li and Xiaoming Mai and Hao Wu,2021,6,Complex &amp; Intelligent Systems
10.1007/s40747-020-00184-x,Multitasking scheduling with batch distribution and due date assignment,Xinrui Xu and Guangqiang Yin and Chunyu Wang,2021,2,Complex &amp; Intelligent Systems
10.1007/s40747-020-00208-6,A two-level computer vision-based information processing method for improving the performance of human–machine interaction-aided applications,Osama Alfarraj and Amr Tolba,2021,4,Complex &amp; Intelligent Systems
10.1007/s40747-020-00265-x,A projection-based continuous-time algorithm for distributed optimization over multi-agent systems,Xingnan Wen and Sitian Qin,2022,6,Complex &amp; Intelligent Systems
10.1007/s40747-021-00436-4,An efficient sentiment analysis methodology based on long short-term memory networks,J. Shobana and M. Murali,2021,7,Complex &amp; Intelligent Systems
10.1007/s40747-021-00408-8,A novel automated autism spectrum disorder detection system,Shu Lih Oh and V. Jahmunah and N. Arunkumar and Enas W. Abdulhay and Raj Gururajan and Nahrizul Adib and Edward J. Ciaccio and Kang Hao Cheong and U. Rajendra Acharya,2021,9,Complex &amp; Intelligent Systems
10.1007/s40747-020-00137-4,EEWC: energy-efficient weighted clustering method based on genetic algorithm for HWSNs,Raju Pal and Subash Yadav and Rishabh Karnwal and n.m. Aarti,2020,37,Complex &amp; Intelligent Systems
10.1007/s40747-022-00667-z,"Cyber-physical security for IoT networks: a comprehensive review on traditional, blockchain and artificial intelligence based key-security",Ankit Attkan and Virender Ranga,2022,7,Complex &amp; Intelligent Systems
10.1007/s40747-023-00992-x,LSH-based missing value prediction for abnormal traffic sensors with privacy protection in edge computing,Ailing Gao and Xiaomei Liu and Ying Miao,2023,0,Complex &amp; Intelligent Systems
10.1007/s40747-021-00316-x,A new sudden death chart for the Weibull distribution under complexity,Osama H. Arif and Muhammad Aslam,2021,4,Complex &amp; Intelligent Systems
10.1007/s40747-021-00639-9,A state of health estimation method for electric vehicle Li-ion batteries using GA-PSO-SVR,Yue Zhi and Heqi Wang and Liang Wang,2022,2,Complex &amp; Intelligent Systems
10.1007/s40747-021-00509-4,Design and analysis of an efficient machine learning based hybrid recommendation system with enhanced density-based spatial clustering for digital e-learning applications,S. Bhaskaran and Raja Marappan,2021,12,Complex &amp; Intelligent Systems
10.1007/s40747-021-00541-4,Multiple infill criterion-assisted hybrid evolutionary optimization for medium-dimensional computationally expensive problems,Shufen Qin and Chan Li and Chaoli Sun and Guochen Zhang and Xiaobo Li,2022,3,Complex &amp; Intelligent Systems
10.1007/s40747-020-00237-1,A Hybrid Swarm and Gravitation-based feature selection algorithm for handwritten Indic script classification problem,Ritam Guha and Manosij Ghosh and Pawan Kumar Singh and Ram Sarkar and Mita Nasipuri,2021,4,Complex &amp; Intelligent Systems
10.1007/s40747-021-00532-5,Big data-drive agent-based modeling of online polarized opinions,Peng Lu and Zhuo Zhang and Mengdi Li,2021,3,Complex &amp; Intelligent Systems
